work_idx	cmd	local pid	queued	run_idx	status	worker	local start time	local end time	local elapsed time	remote start time	remote end time	remote elapsed time	user time	system time	max rss	shared	unshared	stack	minor faults	major faults	pid	io
1216	mDiffFit  -s fit.000292.000295.txt p2mass-atlas-981105n-j2190244.fits p2mass-atlas-981105n-j2180032.fits diff.292.295.fits ../../data/data2/region.hdr  || echo err	22262	37.363	1216	exit 0	huscs003-kabe-2011-06-05-21-41-29-14471	37.384967	38.966130	1.581163	38.130395	38.959372	0.828976869583	0.004000	0.008000	0	0	0	0	5904	0	22371	
1217	mDiffFit  -s fit.000284.000301.txt p2mass-atlas-981105n-j2220009.fits p2mass-atlas-981105n-j2220021.fits diff.284.301.fits ../../data/data2/region.hdr  || echo err	22249	37.363	1217	exit 0	huscs003-kabe-2011-06-05-21-41-39-14504	37.384967	38.773714	1.388747	38.138615	38.763018	0.624402999878	0.000000	0.008000	0	0	0	0	5903	0	22372	
1218	mDiffFit  -s fit.000306.000307.txt p2mass-atlas-981105n-j2480021.fits p2mass-atlas-981105n-j2470244.fits diff.306.307.fits ../../data/data2/region.hdr  || echo err	22315	37.971	1218	exit 0	huscs003-kabe-2011-06-05-21-41-34-14498	37.971622	39.048118	1.076496	38.389987	39.035626	0.645639181137	0.004000	0.004001	0	0	0	0	5900	0	22373	
1219	mDiffFit  -s fit.000307.000308.txt p2mass-atlas-981105n-j2470244.fits p2mass-atlas-981105n-j2480032.fits diff.307.308.fits ../../data/data2/region.hdr  || echo err	22317	37.976	1219	exit 0	huscs001-kabe-2011-06-05-21-41-34-31906	37.976614	38.923759	0.947145	38.387522	38.914665	0.527143001556	0.000000	0.004000	0	0	0	0	5907	0	22374	
1220	mDiffFit  -s fit.000306.000308.txt p2mass-atlas-981105n-j2480021.fits p2mass-atlas-981105n-j2480032.fits diff.306.308.fits ../../data/data2/region.hdr  || echo err	22316	38.063	1220	exit 0	huscs004-kabe-2011-06-05-21-41-34-14382	38.063415	39.040386	0.976971	38.434860	39.032246	0.59738612175	0.004000	0.004000	0	0	0	0	5910	0	22377	
1221	mConcatFit  ../../data/data2/statfile_new.tbl fits.tbl . 	22386	39.867	1221	exit 0	huscs005-kabe-2011-06-05-21-41-29-29564	39.867319	46.216918	6.349599	39.939236	46.212571	6.27333498001	0.964060	4.100257	0	0	0	0	4137493	0	22387	[struct stat="OK", count=913, failed=4, missing=0, warning=1]
#	
1222	mBgModel  ../../data/data2/pimages.tbl fits.tbl corrections.tbl 	22388	46.316	1222	exit 0	huscs002-kabe-2011-06-05-21-41-34-26463	46.316004	53.132512	6.816508	46.389141	53.125751	6.73660993576	6.528408	0.004000	0	0	0	0	2497	0	22389	[struct stat="OK"]
#	
1223	mBackground  -t p2mass-atlas-971021n-j0380068.fits c2mass-atlas-971021n-j0380068.fits ../../data/data2/pimages.tbl corrections.tbl 	22442	53.249	1223	exit 0	huscs004-kabe-2011-04-11-00-17-13-7630	53.250095	54.158398	0.908303	53.557878	54.114698	0.55682015419	0.076005	0.028002	0	0	0	0	7038	0	22460	[struct stat="OK"]
#	
1224	mBackground  -t p2mass-atlas-981204n-j0320080.fits c2mass-atlas-981204n-j0320080.fits ../../data/data2/pimages.tbl corrections.tbl 	22421	53.250	1224	exit 0	huscs005-kabe-2011-04-11-00-17-13-1062	53.250095	54.532910	1.282815	53.526724	54.524508	0.997783899307	0.088005	0.036002	0	0	0	0	7084	0	22461	[struct stat="OK"]
#	
1225	mBackground  -t p2mass-atlas-981204n-j0330209.fits c2mass-atlas-981204n-j0330209.fits ../../data/data2/pimages.tbl corrections.tbl 	22422	53.258	1225	exit 0	huscs019-kabe-2011-06-05-21-41-34-11182	53.258303	54.876202	1.617899	53.565763	54.839068	1.27330517769	0.080005	0.044003	0	0	0	0	7058	0	22462	[struct stat="OK"]
#	
1226	mBackground  -t p2mass-atlas-981204n-j0350220.fits c2mass-atlas-981204n-j0350220.fits ../../data/data2/pimages.tbl corrections.tbl 	22449	53.260	1226	exit 0	huscs010-kabe-2011-06-05-21-41-34-25187	53.260678	54.246272	0.985594	53.533233	54.199097	0.665863990784	0.088005	0.040002	0	0	0	0	7043	0	22463	[struct stat="OK"]
#	
1227	mBackground  -t p2mass-atlas-981204n-j0340080.fits c2mass-atlas-981204n-j0340080.fits ../../data/data2/pimages.tbl corrections.tbl 	22450	53.260	1227	exit 0	huscs013-kabe-2011-06-05-21-41-34-4454	53.260678	54.330531	1.069853	53.500948	54.320796	0.819847822189	0.132008	0.056004	0	0	0	0	7052	0	22464	[struct stat="OK"]
#	
1228	mBackground  -t p2mass-atlas-981123n-j0710209.fits c2mass-atlas-981123n-j0710209.fits ../../data/data2/pimages.tbl corrections.tbl 	22451	53.260	1228	exit 0	huscs007-kabe-2011-06-05-21-41-29-29922	53.260678	54.696692	1.436014	53.525368	54.680989	1.15562105179	0.088005	0.044002	0	0	0	0	7034	0	22465	[struct stat="OK"]
#	
1229	mBackground  -t p2mass-atlas-001025n-j0730209.fits c2mass-atlas-001025n-j0730209.fits ../../data/data2/pimages.tbl corrections.tbl 	22437	53.260	1229	exit 0	huscs013-kabe-2011-04-11-00-17-13-2834	53.260678	55.045698	1.785020	53.531993	54.939907	1.40791392326	0.116008	0.040003	0	0	0	0	6974	0	22466	[struct stat="OK"]
#	
1230	mBackground  -t p2mass-atlas-001016n-j0980056.fits c2mass-atlas-001016n-j0980056.fits ../../data/data2/pimages.tbl corrections.tbl 	22446	53.264	1230	exit 0	huscs018-kabe-2011-04-11-00-17-13-22737	53.264420	54.520829	1.256409	53.504195	54.507240	1.00304508209	0.080005	0.040003	0	0	0	0	7000	0	22468	[struct stat="OK"]
#	
1231	mBackground  -t p2mass-atlas-981204n-j0340068.fits c2mass-atlas-981204n-j0340068.fits ../../data/data2/pimages.tbl corrections.tbl 	22423	53.264	1231	exit 0	huscs006-kabe-2011-04-11-00-17-13-21996	53.264420	54.157727	0.893307	53.526813	54.059893	0.533080101013	0.064004	0.060004	0	0	0	0	7077	0	22469	[struct stat="OK"]
#	
1232	mBackground  -t p2mass-atlas-981123n-j0710220.fits c2mass-atlas-981123n-j0710220.fits ../../data/data2/pimages.tbl corrections.tbl 	22444	53.266	1232	exit 0	huscs012-kabe-2011-06-05-21-41-29-18596	53.266834	54.158191	0.891357	53.536629	54.105678	0.569048881531	0.084005	0.064004	0	0	0	0	7031	0	22472	[struct stat="OK"]
#	
1233	mBackground  -t p2mass-atlas-981204n-j0350197.fits c2mass-atlas-981204n-j0350197.fits ../../data/data2/pimages.tbl corrections.tbl 	22455	53.268	1233	exit 0	huscs014-kabe-2011-06-05-21-41-34-26059	53.825171	54.924121	1.098950	53.897127	54.898725	1.00159788132	0.128008	0.080005	0	0	0	0	7050	0	22572	[struct stat="OK"]
#	
1234	mBackground  -t p2mass-atlas-981123n-j0710185.fits c2mass-atlas-981123n-j0710185.fits ../../data/data2/pimages.tbl corrections.tbl 	22456	53.268	1234	exit 0	huscs012-kabe-2011-06-05-21-41-34-18629	53.825171	54.808058	0.982887	53.905200	54.757470	0.852270126343	0.100006	0.068004	0	0	0	0	7030	0	22574	[struct stat="OK"]
#	
1235	mBackground  -t p2mass-atlas-981204n-j0350209.fits c2mass-atlas-981204n-j0350209.fits ../../data/data2/pimages.tbl corrections.tbl 	22457	53.269	1235	exit 0	huscs018-kabe-2011-06-05-21-41-29-2890	53.825171	56.215531	2.390360	53.904102	56.169841	2.26573896408	0.080005	0.060003	0	0	0	0	7034	0	22575	[struct stat="OK"]
#	
1236	mBackground  -t p2mass-atlas-971021n-j0390197.fits c2mass-atlas-971021n-j0390197.fits ../../data/data2/pimages.tbl corrections.tbl 	22441	53.827	1236	exit 0	huscs014-kabe-2011-06-05-21-41-29-26050	53.838463	54.807707	0.969244	53.955784	54.755839	0.800055027008	0.100006	0.044003	0	0	0	0	6994	0	22579	[struct stat="OK"]
#	
1237	mBackground  -t p2mass-atlas-001016n-j0910173.fits c2mass-atlas-001016n-j0910173.fits ../../data/data2/pimages.tbl corrections.tbl 	22429	53.827	1237	exit 0	huscs011-kabe-2011-04-11-00-17-13-331	53.838463	54.677609	0.839146	53.938914	54.651299	0.712384939194	0.108006	0.092006	0	0	0	0	7026	0	22580	[struct stat="OK"]
#	
1238	mBackground  -t p2mass-atlas-981204n-j0350185.fits c2mass-atlas-981204n-j0350185.fits ../../data/data2/pimages.tbl corrections.tbl 	22454	53.828	1238	exit 0	huscs007-kabe-2011-06-05-21-41-29-29920	53.838463	56.440317	2.601854	54.242766	56.431483	2.18871688843	0.080005	0.052004	0	0	0	0	7048	0	22581	[struct stat="OK"]
#	
1239	mBackground  -t p2mass-atlas-001025n-j0730232.fits c2mass-atlas-001025n-j0730232.fits ../../data/data2/pimages.tbl corrections.tbl 	22443	53.828	1239	exit 0	huscs001-kabe-2011-06-05-21-41-34-31905	53.838463	55.841806	2.003343	54.013945	55.826702	1.81275701523	0.084005	0.056004	0	0	0	0	6965	0	22582	[struct stat="OK"]
#	
1240	mBackground  -t p2mass-atlas-971021n-j0390209.fits c2mass-atlas-971021n-j0390209.fits ../../data/data2/pimages.tbl corrections.tbl 	22439	53.828	1240	exit 0	huscs003-kabe-2011-04-11-00-17-13-11061	53.838463	54.606074	0.767611	53.937691	54.597248	0.659557104111	0.104007	0.064004	0	0	0	0	7008	0	22583	[struct stat="OK"]
#	
1241	mBackground  -t p2mass-atlas-971021n-j0380056.fits c2mass-atlas-971021n-j0380056.fits ../../data/data2/pimages.tbl corrections.tbl 	22448	53.828	1241	exit 0	huscs013-kabe-2011-06-05-21-41-34-4456	53.838463	56.283802	2.445339	54.029785	56.237031	2.20724582672	0.088006	0.048003	0	0	0	0	6999	0	22584	[struct stat="OK"]
#	
1242	mBackground  -t p2mass-atlas-001016n-j0910197.fits c2mass-atlas-001016n-j0910197.fits ../../data/data2/pimages.tbl corrections.tbl 	22459	53.828	1242	exit 0	huscs019-kabe-2011-06-05-21-41-29-11149	53.838463	56.834635	2.996172	53.931147	56.826989	2.89584207535	0.088005	0.036002	0	0	0	0	7002	0	22585	[struct stat="OK"]
#	
1243	mBackground  -t p2mass-atlas-001016n-j0980080.fits c2mass-atlas-001016n-j0980080.fits ../../data/data2/pimages.tbl corrections.tbl 	22452	53.828	1243	exit 0	huscs016-kabe-2011-06-05-21-41-34-23255	53.838463	55.231458	1.392995	54.227319	55.178109	0.950790166855	0.088006	0.052003	0	0	0	0	6989	0	22586	[struct stat="OK"]
#	
1244	mBackground  -t p2mass-atlas-981123n-j0710197.fits c2mass-atlas-981123n-j0710197.fits ../../data/data2/pimages.tbl corrections.tbl 	22453	53.828	1244	exit 0	huscs012-kabe-2011-04-11-00-17-13-4070	53.838463	56.269460	2.430997	54.278671	56.231578	1.95290708542	0.092005	0.040003	0	0	0	0	7044	0	22587	[struct stat="OK"]
#	
1245	mBackground  -t p2mass-atlas-971021n-j0390173.fits c2mass-atlas-971021n-j0390173.fits ../../data/data2/pimages.tbl corrections.tbl 	22434	53.828	1245	exit 0	huscs012-kabe-2011-06-05-21-41-29-18600	53.838463	55.046802	1.208339	53.943825	55.003497	1.05967211723	0.132008	0.080005	0	0	0	0	6996	0	22588	[struct stat="OK"]
#	
1246	mBackground  -t p2mass-atlas-981204n-j0320068.fits c2mass-atlas-981204n-j0320068.fits ../../data/data2/pimages.tbl corrections.tbl 	22427	53.828	1246	exit 0	huscs016-kabe-2011-06-05-21-41-34-23257	53.838463	54.806775	0.968312	53.931836	54.734401	0.80256485939	0.076005	0.056004	0	0	0	0	7067	0	22589	[struct stat="OK"]
#	
1247	mBackground  -t p2mass-atlas-981204n-j0330173.fits c2mass-atlas-981204n-j0330173.fits ../../data/data2/pimages.tbl corrections.tbl 	22420	53.828	1247	exit 0	huscs012-kabe-2011-06-05-21-41-29-18599	53.838463	55.443317	1.604854	54.052081	55.433819	1.38173794746	0.092006	0.048003	0	0	0	0	7058	0	22590	[struct stat="OK"]
#	
1248	mBackground  -t p2mass-atlas-981204n-j0340056.fits c2mass-atlas-981204n-j0340056.fits ../../data/data2/pimages.tbl corrections.tbl 	22424	53.828	1248	exit 0	huscs012-kabe-2011-06-05-21-41-34-18628	53.838463	55.828886	1.990423	54.004100	55.819446	1.81534600258	0.128008	0.084006	0	0	0	0	7045	0	22591	[struct stat="OK"]
#	
1249	mBackground  -t p2mass-atlas-971021n-j0390232.fits c2mass-atlas-971021n-j0390232.fits ../../data/data2/pimages.tbl corrections.tbl 	22447	53.829	1249	exit 0	huscs018-kabe-2011-06-05-21-41-29-2891	53.838463	56.986052	3.147589	54.255333	56.872368	2.61703491211	0.112007	0.076005	0	0	0	0	6992	0	22594	[struct stat="OK"]
#	
1250	mBackground  -t p2mass-atlas-001016n-j0910209.fits c2mass-atlas-001016n-j0910209.fits ../../data/data2/pimages.tbl corrections.tbl 	22458	53.829	1250	exit 0	huscs014-kabe-2011-06-05-21-41-34-26058	53.838463	57.272355	3.433892	54.208753	57.259679	3.05092597008	0.104007	0.068004	0	0	0	0	7001	0	22595	[struct stat="OK"]
#	
1251	mBackground  -t p2mass-atlas-971021n-j0380080.fits c2mass-atlas-971021n-j0380080.fits ../../data/data2/pimages.tbl corrections.tbl 	22467	53.829	1251	exit 0	huscs014-kabe-2011-06-05-21-41-34-26064	53.838463	57.924816	4.086353	54.294995	57.839322	3.54432702065	0.104007	0.044002	0	0	0	0	7007	0	22597	[struct stat="OK"]
#	
1252	mBackground  -t p2mass-atlas-971021n-j0390220.fits c2mass-atlas-971021n-j0390220.fits ../../data/data2/pimages.tbl corrections.tbl 	22445	53.829	1252	exit 0	huscs000-kabe-2011-06-05-21-41-29-9256	53.838463	57.566660	3.728197	54.066575	57.555894	3.48931908607	0.120007	0.036002	0	0	0	0	6987	0	22599	[struct stat="OK"]
#	
1253	mBackground  -t p2mass-atlas-001016n-j0980068.fits c2mass-atlas-001016n-j0980068.fits ../../data/data2/pimages.tbl corrections.tbl 	22435	53.829	1253	exit 0	huscs000-kabe-2011-06-05-21-41-29-9255	53.838463	57.165917	3.327454	54.163786	57.143194	2.97940802574	0.108007	0.040002	0	0	0	0	6986	0	22600	[struct stat="OK"]
#	
1254	mBackground  -t p2mass-atlas-981204n-j0330185.fits c2mass-atlas-981204n-j0330185.fits ../../data/data2/pimages.tbl corrections.tbl 	22425	53.829	1254	exit 0	huscs014-kabe-2011-06-05-21-41-34-26065	53.838463	56.827530	2.989067	54.052114	56.820669	2.76855516434	0.092005	0.036002	0	0	0	0	7064	0	22601	[struct stat="OK"]
#	
1255	mBackground  -t p2mass-atlas-981123n-j0710173.fits c2mass-atlas-981123n-j0710173.fits ../../data/data2/pimages.tbl corrections.tbl 	22432	53.829	1255	exit 0	huscs014-kabe-2011-06-05-21-41-34-26056	53.838463	54.696125	0.857662	54.012768	54.675286	0.662518024445	0.120008	0.060004	0	0	0	0	7032	0	22602	[struct stat="OK"]
#	
1256	mBackground  -t p2mass-atlas-001016n-j0980091.fits c2mass-atlas-001016n-j0980091.fits ../../data/data2/pimages.tbl corrections.tbl 	22431	53.829	1256	exit 0	huscs000-kabe-2011-06-05-21-41-34-9284	53.838463	57.166351	3.327888	54.282676	57.145316	2.86264014244	0.104006	0.064004	0	0	0	0	6989	0	22603	[struct stat="OK"]
#	
1257	mBackground  -t p2mass-atlas-001016n-j0910220.fits c2mass-atlas-001016n-j0910220.fits ../../data/data2/pimages.tbl corrections.tbl 	22440	53.829	1257	exit 0	huscs000-kabe-2011-04-11-00-17-13-10387	53.838463	57.713285	3.874822	54.082554	57.703445	3.62089109421	0.116007	0.064004	0	0	0	0	7085	0	22604	[struct stat="OK"]
#	
1258	mBackground  -t p2mass-atlas-971021n-j0380091.fits c2mass-atlas-971021n-j0380091.fits ../../data/data2/pimages.tbl corrections.tbl 	22428	53.829	1258	exit 0	huscs010-kabe-2011-06-05-21-41-34-25180	53.838463	54.818553	0.980090	54.144765	54.795280	0.65051484108	0.088005	0.048003	0	0	0	0	7003	0	22605	[struct stat="OK"]
#	
1259	mBackground  -t p2mass-atlas-971021n-j0380044.fits c2mass-atlas-971021n-j0380044.fits ../../data/data2/pimages.tbl corrections.tbl 	22438	53.829	1259	exit 0	huscs013-kabe-2011-06-05-21-41-34-4452	53.838463	56.658204	2.819741	54.118417	56.650475	2.53205800056	0.088006	0.072005	0	0	0	0	7001	0	22606	[struct stat="OK"]
#	
1260	mBackground  -t p2mass-atlas-981204n-j0330197.fits c2mass-atlas-981204n-j0330197.fits ../../data/data2/pimages.tbl corrections.tbl 	22426	53.829	1260	exit 0	huscs005-kabe-2011-06-05-21-41-34-29584	53.838463	57.925676	4.087213	55.252089	57.884375	2.63228607178	0.108006	0.048003	0	0	0	0	7059	0	22607	[struct stat="OK"]
#	
1261	mBackground  -t p2mass-atlas-971021n-j0390185.fits c2mass-atlas-971021n-j0390185.fits ../../data/data2/pimages.tbl corrections.tbl 	22430	53.829	1261	exit 0	huscs001-kabe-2011-06-05-21-41-29-31884	53.838463	56.758882	2.920419	54.742933	56.750605	2.00767207146	0.132008	0.024002	0	0	0	0	6993	0	22608	[struct stat="OK"]
#	
1262	mBackground  -t p2mass-atlas-981204n-j0350173.fits c2mass-atlas-981204n-j0350173.fits ../../data/data2/pimages.tbl corrections.tbl 	22433	53.830	1262	exit 0	huscs007-kabe-2011-06-05-21-41-34-29942	53.838463	56.791229	2.952766	54.003630	56.781024	2.7773938179	0.096006	0.052003	0	0	0	0	7049	0	22609	[struct stat="OK"]
#	
1263	mBackground  -t p2mass-atlas-001016n-j0910185.fits c2mass-atlas-001016n-j0910185.fits ../../data/data2/pimages.tbl corrections.tbl 	22470	53.830	1263	exit 0	huscs003-kabe-2011-06-05-21-41-29-14472	53.838463	55.046276	1.207813	54.105281	54.993586	0.888304948807	0.104006	0.064004	0	0	0	0	6999	0	22610	[struct stat="OK"]
#	
1264	mBackground  -t p2mass-atlas-001025n-j0730220.fits c2mass-atlas-001025n-j0730220.fits ../../data/data2/pimages.tbl corrections.tbl 	22436	53.830	1264	exit 0	huscs011-kabe-2011-06-05-21-41-29-18480	53.838463	55.672205	1.833742	53.999686	55.664453	1.6647670269	0.124007	0.052003	0	0	0	0	6971	0	22611	[struct stat="OK"]
#	
1265	mBackground  -t p2mass-atlas-981204n-j0340091.fits c2mass-atlas-981204n-j0340091.fits ../../data/data2/pimages.tbl corrections.tbl 	22471	53.830	1265	exit 0	huscs013-kabe-2011-06-05-21-41-29-4410	53.838463	55.954893	2.116430	54.142207	55.940409	1.79820203781	0.084005	0.080005	0	0	0	0	7048	0	22612	[struct stat="OK"]
#	
1266	mBackground  -t p2mass-atlas-981204n-j0450173.fits c2mass-atlas-981204n-j0450173.fits ../../data/data2/pimages.tbl corrections.tbl 	22474	53.830	1266	exit 0	huscs007-kabe-2011-06-05-21-41-34-29945	53.838463	57.145989	3.307526	54.780891	57.033455	2.2525639534	0.128008	0.060003	0	0	0	0	6995	0	22613	[struct stat="OK"]
#	
1267	mBackground  -t p2mass-atlas-981123n-j0740021.fits c2mass-atlas-981123n-j0740021.fits ../../data/data2/pimages.tbl corrections.tbl 	22480	53.830	1267	exit 0	huscs017-kabe-2011-06-05-21-41-34-6600	53.838463	57.701039	3.862576	54.874741	57.633871	2.75913000107	0.124008	0.080005	0	0	0	0	7061	0	22614	[struct stat="OK"]
#	
1269	mBackground  -t p2mass-atlas-981123n-j0730244.fits c2mass-atlas-981123n-j0730244.fits ../../data/data2/pimages.tbl corrections.tbl 	22479	53.830	1269	exit 0	huscs003-kabe-2011-06-05-21-41-34-14499	53.838463	54.726964	0.888501	54.019934	54.694189	0.674254894257	0.116007	0.084005	0	0	0	0	7042	0	22616	[struct stat="OK"]
#	
1270	mBackground  -t p2mass-atlas-981204n-j0470256.fits c2mass-atlas-981204n-j0470256.fits ../../data/data2/pimages.tbl corrections.tbl 	22476	53.830	1270	exit 0	huscs015-kabe-2011-06-05-21-41-29-23171	53.838463	55.362681	1.524218	54.175185	55.336569	1.16138386726	0.080005	0.060004	0	0	0	0	7016	0	22617	[struct stat="OK"]
#	
1271	mBackground  -t p2mass-atlas-981204n-j0480021.fits c2mass-atlas-981204n-j0480021.fits ../../data/data2/pimages.tbl corrections.tbl 	22477	53.830	1271	exit 0	huscs018-kabe-2011-06-05-21-41-29-2889	53.838463	57.146317	3.307854	54.155498	57.051301	2.8958029747	0.136009	0.076005	0	0	0	0	7016	0	22618	[struct stat="OK"]
#	
1272	mBackground  -t p2mass-atlas-981204n-j0490266.fits c2mass-atlas-981204n-j0490266.fits ../../data/data2/pimages.tbl corrections.tbl 	22481	53.830	1272	exit 0	huscs010-kabe-2011-06-05-21-41-29-25162	53.838463	57.198963	3.360500	54.989095	57.175180	2.18608498573	0.076005	0.080005	0	0	0	0	6617	0	22619	[struct stat="OK"]
#	
1273	mBackground  -t p2mass-atlas-981204n-j0490256.fits c2mass-atlas-981204n-j0490256.fits ../../data/data2/pimages.tbl corrections.tbl 	22482	53.830	1273	exit 0	huscs006-kabe-2011-06-05-21-41-29-8240	53.838463	57.562629	3.724166	54.832506	57.476331	2.64382481575	0.124008	0.064004	0	0	0	0	7035	0	22621	[struct stat="OK"]
#	
1274	mBackground  -t p2mass-atlas-981204n-j0460021.fits c2mass-atlas-981204n-j0460021.fits ../../data/data2/pimages.tbl corrections.tbl 	22478	53.830	1274	exit 0	huscs001-kabe-2011-06-05-21-41-34-31898	53.838463	55.502782	1.664319	54.289547	55.496596	1.20704889297	0.116008	0.032002	0	0	0	0	7010	0	22623	[struct stat="OK"]
#	
1275	mBackground  -t p2mass-atlas-981123n-j0730256.fits c2mass-atlas-981123n-j0730256.fits ../../data/data2/pimages.tbl corrections.tbl 	22485	53.831	1275	exit 0	huscs017-kabe-2011-06-05-21-41-29-6573	53.838463	57.558489	3.720026	55.189434	57.382712	2.19327807426	0.088005	0.100006	0	0	0	0	7047	0	22625	[struct stat="OK"]
#	
1276	mBackground  -t p2mass-atlas-981123n-j0730232.fits c2mass-atlas-981123n-j0730232.fits ../../data/data2/pimages.tbl corrections.tbl 	22487	53.831	1276	exit 0	huscs017-kabe-2011-06-05-21-41-34-6597	53.838463	54.807527	0.969064	54.161455	54.749828	0.588372945786	0.092006	0.028001	0	0	0	0	7048	0	22626	[struct stat="OK"]
#	
1277	mBackground  -t p2mass-atlas-981105n-j2460009.fits c2mass-atlas-981105n-j2460009.fits ../../data/data2/pimages.tbl corrections.tbl 	22484	53.831	1277	exit 0	huscs001-kabe-2011-06-05-21-41-29-31885	53.838463	54.678051	0.839588	54.053495	54.645360	0.591864824295	0.072004	0.060004	0	0	0	0	7042	0	22627	[struct stat="OK"]
#	
1278	mBackground  -t p2mass-atlas-981204n-j0480009.fits c2mass-atlas-981204n-j0480009.fits ../../data/data2/pimages.tbl corrections.tbl 	22483	53.831	1278	exit 0	huscs015-kabe-2011-06-05-21-41-29-23165	53.838463	55.045886	1.207423	54.202443	54.966449	0.764005899429	0.120007	0.044003	0	0	0	0	7028	0	22628	[struct stat="OK"]
#	
1279	mBackground  -t p2mass-atlas-981204n-j0450256.fits c2mass-atlas-981204n-j0450256.fits ../../data/data2/pimages.tbl corrections.tbl 	22488	53.831	1279	exit 0	huscs017-kabe-2011-06-05-21-41-34-6599	53.838463	55.095050	1.256587	54.263562	55.082874	0.819311857224	0.092006	0.072005	0	0	0	0	7001	0	22629	[struct stat="OK"]
#	
1280	mBackground  -t p2mass-atlas-981105n-j2470266.fits c2mass-atlas-981105n-j2470266.fits ../../data/data2/pimages.tbl corrections.tbl 	22490	53.831	1280	exit 0	huscs010-kabe-2011-06-05-21-41-34-25191	53.838463	55.399188	1.560725	54.301354	55.369365	1.06801080704	0.088006	0.080005	0	0	0	0	6624	0	22630	[struct stat="OK"]
#	
1281	mBackground  -t p2mass-atlas-981204n-j0490244.fits c2mass-atlas-981204n-j0490244.fits ../../data/data2/pimages.tbl corrections.tbl 	22486	53.831	1281	exit 0	huscs006-kabe-2011-06-05-21-41-29-8234	53.838463	55.373817	1.535354	54.249146	55.361788	1.11264204979	0.092006	0.064004	0	0	0	0	7035	0	22631	[struct stat="OK"]
#	
1282	mBackground  -t p2mass-atlas-981123n-j0740009.fits c2mass-atlas-981123n-j0740009.fits ../../data/data2/pimages.tbl corrections.tbl 	22489	53.831	1282	exit 0	huscs013-kabe-2011-06-05-21-41-29-4409	53.838463	57.199275	3.360812	54.159010	57.176988	3.01797795296	0.112007	0.076004	0	0	0	0	7057	0	22632	[struct stat="OK"]
#	
1283	mBackground  -t p2mass-atlas-981204n-j0420044.fits c2mass-atlas-981204n-j0420044.fits ../../data/data2/pimages.tbl corrections.tbl 	22495	53.831	1283	exit 0	huscs002-kabe-2011-06-05-21-41-29-26438	53.838463	57.251731	3.413268	54.803459	57.224787	2.42132782936	0.108007	0.032002	0	0	0	0	6976	0	22633	[struct stat="OK"]
#	
1284	mBackground  -t p2mass-atlas-981204n-j0430220.fits c2mass-atlas-981204n-j0430220.fits ../../data/data2/pimages.tbl corrections.tbl 	22498	53.831	1284	exit 0	huscs013-kabe-2011-06-05-21-41-29-4407	53.838463	56.986414	3.147951	54.130609	56.875149	2.74453997612	0.132008	0.040002	0	0	0	0	6986	0	22634	[struct stat="OK"]
#	
1285	mBackground  -t p2mass-atlas-971024n-j0080033.fits c2mass-atlas-971024n-j0080033.fits ../../data/data2/pimages.tbl corrections.tbl 	22497	53.831	1285	exit 0	huscs017-kabe-2011-06-05-21-41-29-6574	53.838463	57.147933	3.309470	54.288083	57.109981	2.82189798355	0.076005	0.076005	0	0	0	0	6949	0	22635	[struct stat="OK"]
#	
1287	mBackground  -t p2mass-atlas-981123n-j0730266.fits c2mass-atlas-981123n-j0730266.fits ../../data/data2/pimages.tbl corrections.tbl 	22492	53.831	1287	exit 0	huscs005-kabe-2011-06-05-21-41-29-29563	53.838463	57.789870	3.951407	55.194200	57.775657	2.58145713806	0.080005	0.080005	0	0	0	0	6617	0	22637	[struct stat="OK"]
#	
1288	mBackground  -t p2mass-atlas-981204n-j0440021.fits c2mass-atlas-981204n-j0440021.fits ../../data/data2/pimages.tbl corrections.tbl 	22500	53.832	1288	exit 0	huscs005-kabe-2011-06-05-21-41-34-29589	53.838463	56.162924	2.324461	54.104051	56.089743	1.98569202423	0.136008	0.076004	0	0	0	0	6986	0	22638	[struct stat="OK"]
#	
1289	mBackground  -t p2mass-atlas-981204n-j0430232.fits c2mass-atlas-981204n-j0430232.fits ../../data/data2/pimages.tbl corrections.tbl 	22502	53.832	1289	exit 0	huscs006-kabe-2011-06-05-21-41-34-8251	53.838463	54.940391	1.101928	54.287633	54.929525	0.641891956329	0.088006	0.092006	0	0	0	0	6997	0	22639	[struct stat="OK"]
#	
1290	mBackground  -t p2mass-atlas-971024n-j0090232.fits c2mass-atlas-971024n-j0090232.fits ../../data/data2/pimages.tbl corrections.tbl 	22504	53.832	1290	exit 0	huscs005-kabe-2011-06-05-21-41-34-29588	53.838463	57.560079	3.721616	54.272087	57.427811	3.15572404861	0.120008	0.104006	0	0	0	0	6973	0	22640	[struct stat="OK"]
#	
1291	mBackground  -t p2mass-atlas-981204n-j0430244.fits c2mass-atlas-981204n-j0430244.fits ../../data/data2/pimages.tbl corrections.tbl 	22506	53.832	1291	exit 0	huscs008-kabe-2011-06-05-21-41-29-30549	53.838463	54.807184	0.968721	54.124214	54.732914	0.608700037003	0.080005	0.068004	0	0	0	0	6991	0	22641	[struct stat="OK"]
#	
