work_idx	cmd	pid	dirs	time_req	run_idx	result	man_name	time_start	time_end	time_since_start	worker_time_start	worker_time_end	worker_time	utime	stime	maxrss	ixrss	idrss	isrss	minflt	majflt	io	io_filename
1074	mDiffFit  -s fit.000262.000263.txt p2mass-atlas-981105n-j2150244.fits p2mass-atlas-981105n-j2080021.fits diff.262.263.fits ../../data/data2/region.hdr  || echo err	32250	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.864	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.867	26.232	1.366	24.880	26.110	1.230	0.008	0.000	0	0	0	0	5908	0		-
1075	mDiffFit  -s fit.000262.000265.txt p2mass-atlas-981105n-j2150244.fits p2mass-atlas-981105n-j2080032.fits diff.262.265.fits ../../data/data2/region.hdr  || echo err	32251	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.868	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.875	26.276	1.401	24.882	26.238	1.356	0.000	0.004	0	0	0	0	5915	0		-
1076	mDiffFit  -s fit.000262.000268.txt p2mass-atlas-981105n-j2150244.fits p2mass-atlas-981105n-j2160021.fits diff.262.268.fits ../../data/data2/region.hdr  || echo err	32279	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.942	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.951	26.272	1.321	24.956	26.226	1.270	0.000	0.016	0	0	0	0	5909	0		-
1077	mDiffFit  -s fit.000263.000265.txt p2mass-atlas-981105n-j2080021.fits p2mass-atlas-981105n-j2080032.fits diff.263.265.fits ../../data/data2/region.hdr  || echo err	32283	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.943	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.951	26.247	1.296	24.957	26.171	1.214	0.000	0.008	0	0	0	0	5906	0		-
1078	mDiffFit  -s fit.000263.000267.txt p2mass-atlas-981105n-j2080021.fits p2mass-atlas-981105n-j2070244.fits diff.263.267.fits ../../data/data2/region.hdr  || echo err	32284	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.967	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.967	26.281	1.314	24.973	26.261	1.288	0.000	0.008	0	0	0	0	5908	0		-
1079	mDiffFit  -s fit.000264.000266.txt p2mass-atlas-981105n-j2170232.fits p2mass-atlas-981105n-j2170244.fits diff.264.266.fits ../../data/data2/region.hdr  || echo err	32285	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.973	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.997	26.380	1.383	25.003	26.374	1.370	0.004	0.004	0	0	0	0	5905	0		-
1080	mDiffFit  -s fit.000265.000267.txt p2mass-atlas-981105n-j2080032.fits p2mass-atlas-981105n-j2070244.fits diff.265.267.fits ../../data/data2/region.hdr  || echo err	32286	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	24.975	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	24.997	26.329	1.332	25.004	26.324	1.320	0.004	0.004	0	0	0	0	5901	0		-
1081	mDiffFit  -s fit.000268.000269.txt p2mass-atlas-981105n-j2160021.fits p2mass-atlas-981105n-j2160009.fits diff.268.269.fits ../../data/data2/region.hdr  || echo err	32297	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	25.505	0	exit 0	huscs000-kabe-2011-06-06-18-57-17-29840	25.525	26.356	0.831	25.772	26.348	0.576	0.004	0.012	0	0	0	0	5903	0		-
1082	mDiffFit  -s fit.000266.000268.txt p2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2160021.fits diff.266.268.fits ../../data/data2/region.hdr  || echo err	32293	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	25.507	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	25.525	27.533	2.008	25.756	27.525	1.770	0.000	0.012	0	0	0	0	5911	0		-
1083	mDiffFit  -s fit.000287.000296.txt p2mass-atlas-001016n-j0910266.fits p2mass-atlas-981105n-j2170266.fits diff.287.296.fits ../../data/data2/region.hdr  || echo err	32307	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.157	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.164	29.432	3.268	26.185	29.427	3.242	0.000	0.016	0	0	0	0	5912	0		-
1084	mDiffFit  -s fit.000274.000287.txt p2mass-atlas-981105n-j2180009.fits p2mass-atlas-001016n-j0910266.fits diff.274.287.fits ../../data/data2/region.hdr  || echo err	32305	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.160	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.164	29.781	3.617	26.186	29.773	3.587	0.000	0.004	0	0	0	0	5909	0		-
1085	mDiffFit  -s fit.000274.000296.txt p2mass-atlas-981105n-j2180009.fits p2mass-atlas-981105n-j2170266.fits diff.274.296.fits ../../data/data2/region.hdr  || echo err	32306	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.161	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.164	27.091	0.927	26.188	27.082	0.894	0.004	0.004	0	0	0	0	5914	0		-
1086	mDiffFit  -s fit.000269.000296.txt p2mass-atlas-981105n-j2160009.fits p2mass-atlas-981105n-j2170266.fits diff.269.296.fits ../../data/data2/region.hdr  || echo err	32304	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.162	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.164	26.652	0.488	26.188	26.641	0.453	0.000	0.008	0	0	0	0	5913	0		-
1087	mDiffFit  -s fit.000180.000285.txt p2mass-atlas-981123n-j0710256.fits p2mass-atlas-981123n-j0710266.fits diff.180.285.fits ../../data/data2/region.hdr  || echo err	32342	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.545	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.150	2.564	26.644	29.143	2.499	0.000	0.012	0	0	0	0	5914	0		-
1088	mDiffFit  -s fit.000183.000282.txt p2mass-atlas-001016n-j0980033.fits p2mass-atlas-971021n-j0380021.fits diff.183.282.fits ../../data/data2/region.hdr  || echo err	32343	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.547	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.198	2.612	26.645	29.188	2.543	0.004	0.012	0	0	0	0	5918	0		-
1089	mDiffFit  -s fit.000202.000304.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2460032.fits diff.202.304.fits ../../data/data2/region.hdr  || echo err	32346	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.552	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.160	2.574	26.646	29.151	2.506	0.004	0.008	0	0	0	0	5918	0		-
1090	mDiffFit  -s fit.000202.000307.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2470244.fits diff.202.307.fits ../../data/data2/region.hdr  || echo err	32347	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.552	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.246	2.660	26.647	29.237	2.590	0.000	0.008	0	0	0	0	5918	0		-
1091	mDiffFit  -s fit.000178.000282.txt p2mass-atlas-001016n-j0980021.fits p2mass-atlas-971021n-j0380021.fits diff.178.282.fits ../../data/data2/region.hdr  || echo err	32338	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.553	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.505	2.919	26.647	29.498	2.850	0.004	0.004	0	0	0	0	5913	0		-
1092	mDiffFit  -s fit.000179.000285.txt p2mass-atlas-001016n-j0910256.fits p2mass-atlas-981123n-j0710266.fits diff.179.285.fits ../../data/data2/region.hdr  || echo err	32341	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.555	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.118	2.532	26.648	29.107	2.458	0.012	0.000	0	0	0	0	5907	0		-
1093	mDiffFit  -s fit.000206.000305.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2430232.fits diff.206.305.fits ../../data/data2/region.hdr  || echo err	32350	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.555	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.275	2.690	26.649	29.268	2.619	0.000	0.008	0	0	0	0	5910	0		-
1094	mDiffFit  -s fit.000147.000306.txt p2mass-atlas-981105n-j2480009.fits p2mass-atlas-981105n-j2480021.fits diff.147.306.fits ../../data/data2/region.hdr  || echo err	32329	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.556	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.334	2.748	26.651	29.327	2.676	0.004	0.004	0	0	0	0	5908	0		-
1095	mDiffFit  -s fit.000214.000304.txt p2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2460032.fits diff.214.304.fits ../../data/data2/region.hdr  || echo err	32354	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.556	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.296	2.711	26.652	29.283	2.632	0.004	0.016	0	0	0	0	5905	0		-
1096	mDiffFit  -s fit.000024.000286.txt p2mass-atlas-001025n-j0730232.fits p2mass-atlas-001025n-j0730244.fits diff.024.286.fits ../../data/data2/region.hdr  || echo err	32327	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.558	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.255	2.670	26.654	29.247	2.593	0.004	0.004	0	0	0	0	5924	0		-
1097	mDiffFit  -s fit.000028.000286.txt p2mass-atlas-971021n-j0390232.fits p2mass-atlas-001025n-j0730244.fits diff.028.286.fits ../../data/data2/region.hdr  || echo err	32328	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.560	0	exit 0	huscs019-kabe-2011-06-06-18-57-17-25629	26.586	29.241	2.655	26.655	29.230	2.575	0.000	0.012	0	0	0	0	5926	0		-
1098	mDiffFit  -s fit.000197.000285.txt p2mass-atlas-981204n-j0350256.fits p2mass-atlas-981123n-j0710266.fits diff.197.285.fits ../../data/data2/region.hdr  || echo err	32345	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.566	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.189	1.603	26.645	28.180	1.535	0.004	0.004	0	0	0	0	5913	0		-
1099	mDiffFit  -s fit.000189.000285.txt p2mass-atlas-981204n-j0350266.fits p2mass-atlas-981123n-j0710266.fits diff.189.285.fits ../../data/data2/region.hdr  || echo err	32344	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.567	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.565	1.980	26.646	28.557	1.911	0.000	0.016	0	0	0	0	5915	0		-
1100	mDiffFit  -s fit.000204.000305.txt p2mass-atlas-981105n-j2430244.fits p2mass-atlas-981105n-j2430232.fits diff.204.305.fits ../../data/data2/region.hdr  || echo err	32348	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.569	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.354	1.768	26.646	28.325	1.678	0.000	0.008	0	0	0	0	5912	0		-
1101	mDiffFit  -s fit.000178.000288.txt p2mass-atlas-001016n-j0980021.fits p2mass-atlas-971021n-j0380009.fits diff.178.288.fits ../../data/data2/region.hdr  || echo err	32339	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.570	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.313	1.727	26.648	28.304	1.656	0.004	0.008	0	0	0	0	5990	0		-
1102	mDiffFit  -s fit.000214.000302.txt p2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2450232.fits diff.214.302.fits ../../data/data2/region.hdr  || echo err	32353	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.571	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.397	1.811	26.649	28.379	1.730	0.000	0.008	0	0	0	0	5921	0		-
1103	mDiffFit  -s fit.000224.000273.txt p2mass-atlas-001016n-j1030244.fits p2mass-atlas-001025n-j0740021.fits diff.224.273.fits ../../data/data2/region.hdr  || echo err	32355	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.572	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.351	1.765	26.650	28.326	1.676	0.000	0.012	0	0	0	0	5920	0		-
1104	mDiffFit  -s fit.000172.000282.txt p2mass-atlas-971021n-j0390244.fits p2mass-atlas-971021n-j0380021.fits diff.172.282.fits ../../data/data2/region.hdr  || echo err	32333	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.572	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.361	1.775	26.651	28.342	1.691	0.004	0.008	0	0	0	0	5921	0		-
1105	mDiffFit  -s fit.000172.000278.txt p2mass-atlas-971021n-j0390244.fits p2mass-atlas-971021n-j0390256.fits diff.172.278.fits ../../data/data2/region.hdr  || echo err	32332	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.573	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.358	1.772	26.653	28.328	1.674	0.000	0.008	0	0	0	0	5925	0		-
1106	mDiffFit  -s fit.000226.000286.txt p2mass-atlas-001025n-j0740033.fits p2mass-atlas-001025n-j0730244.fits diff.226.286.fits ../../data/data2/region.hdr  || echo err	32357	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.573	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.400	1.814	26.655	28.381	1.726	0.000	0.008	0	0	0	0	5927	0		-
1107	mDiffFit  -s fit.000175.000282.txt p2mass-atlas-971021n-j0380033.fits p2mass-atlas-971021n-j0380021.fits diff.175.282.fits ../../data/data2/region.hdr  || echo err	32336	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.574	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.356	1.771	26.656	28.328	1.671	0.000	0.008	0	0	0	0	5934	0		-
1108	mDiffFit  -s fit.000212.000306.txt p2mass-atlas-981105n-j2470256.fits p2mass-atlas-981105n-j2480021.fits diff.212.306.fits ../../data/data2/region.hdr  || echo err	32351	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.575	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.474	1.888	26.657	28.455	1.798	0.000	0.008	0	0	0	0	5929	0		-
1109	mDiffFit  -s fit.000166.000306.txt p2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2480021.fits diff.166.306.fits ../../data/data2/region.hdr  || echo err	32330	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.575	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.391	1.805	26.658	28.373	1.715	0.000	0.004	0	0	0	0	5929	0		-
1110	mDiffFit  -s fit.000172.000286.txt p2mass-atlas-971021n-j0390244.fits p2mass-atlas-001025n-j0730244.fits diff.172.286.fits ../../data/data2/region.hdr  || echo err	32334	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.576	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.598	2.012	26.659	28.591	1.932	0.008	0.004	0	0	0	0	5925	0		-
1111	mDiffFit  -s fit.000226.000273.txt p2mass-atlas-001025n-j0740033.fits p2mass-atlas-001025n-j0740021.fits diff.226.273.fits ../../data/data2/region.hdr  || echo err	32356	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.576	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.335	1.750	26.660	28.325	1.665	0.004	0.008	0	0	0	0	5925	0		-
1112	mDiffFit  -s fit.000178.000276.txt p2mass-atlas-001016n-j0980021.fits p2mass-atlas-001016n-j0980009.fits diff.178.276.fits ../../data/data2/region.hdr  || echo err	32337	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.577	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.395	1.809	26.661	28.374	1.713	0.004	0.004	0	0	0	0	5919	0		-
1113	mDiffFit  -s fit.000179.000276.txt p2mass-atlas-001016n-j0910256.fits p2mass-atlas-001016n-j0980009.fits diff.179.276.fits ../../data/data2/region.hdr  || echo err	32340	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.577	0	exit 0	huscs013-kabe-2011-06-06-18-57-17-19114	26.586	28.393	1.807	26.662	28.374	1.712	0.000	0.012	0	0	0	0	5921	0		-
1114	mDiffFit  -s fit.000206.000302.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2450232.fits diff.206.302.fits ../../data/data2/region.hdr  || echo err	32349	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.578	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.586	28.449	1.863	26.642	28.440	1.798	0.012	0.000	0	0	0	0	5919	0		-
1115	mDiffFit  -s fit.000172.000289.txt p2mass-atlas-971021n-j0390244.fits p2mass-atlas-001025n-j0730256.fits diff.172.289.fits ../../data/data2/region.hdr  || echo err	32335	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.578	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.586	28.419	1.833	26.643	28.412	1.769	0.000	0.012	0	0	0	0	5920	0		-
1116	mDiffFit  -s fit.000167.000306.txt p2mass-atlas-981105n-j2490256.fits p2mass-atlas-981105n-j2480021.fits diff.167.306.fits ../../data/data2/region.hdr  || echo err	32331	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.579	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.586	28.439	1.854	26.644	28.433	1.789	0.000	0.012	0	0	0	0	5919	0		-
1117	mDiffFit  -s fit.000212.000307.txt p2mass-atlas-981105n-j2470256.fits p2mass-atlas-981105n-j2470244.fits diff.212.307.fits ../../data/data2/region.hdr  || echo err	32352	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.580	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.586	28.457	1.871	26.644	28.447	1.802	0.000	0.012	0	0	0	0	5921	0		-
1118	mDiffFit  -s fit.000231.000275.txt p2mass-atlas-001016n-j1030266.fits p2mass-atlas-981105n-j2290266.fits diff.231.275.fits ../../data/data2/region.hdr  || echo err	32358	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.590	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.594	28.862	2.267	26.646	28.856	2.210	0.004	0.008	0	0	0	0	5924	0		-
1119	mDiffFit  -s fit.000237.000277.txt p2mass-atlas-981105n-j2300009.fits p2mass-atlas-981105n-j2290256.fits diff.237.277.fits ../../data/data2/region.hdr  || echo err	32364	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.591	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.594	28.413	1.818	26.647	28.407	1.760	0.004	0.008	0	0	0	0	5920	0		-
1120	mDiffFit  -s fit.000237.000275.txt p2mass-atlas-981105n-j2300009.fits p2mass-atlas-981105n-j2290266.fits diff.237.275.fits ../../data/data2/region.hdr  || echo err	32363	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.591	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.594	28.435	1.840	26.648	28.428	1.780	0.004	0.016	0	0	0	0	5923	0		-
1121	mDiffFit  -s fit.000233.000277.txt p2mass-atlas-981105n-j2300021.fits p2mass-atlas-981105n-j2290256.fits diff.233.277.fits ../../data/data2/region.hdr  || echo err	32360	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.596	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.597	28.493	1.896	26.650	28.487	1.837	0.000	0.008	0	0	0	0	5930	0		-
1122	mDiffFit  -s fit.000235.000273.txt p2mass-atlas-001016n-j1030256.fits p2mass-atlas-001025n-j0740021.fits diff.235.273.fits ../../data/data2/region.hdr  || echo err	32361	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.597	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.597	28.532	1.935	26.651	28.523	1.872	0.004	0.008	0	0	0	0	5931	0		-
1123	mDiffFit  -s fit.000235.000281.txt p2mass-atlas-001016n-j1030256.fits p2mass-atlas-001025n-j0740009.fits diff.235.281.fits ../../data/data2/region.hdr  || echo err	32362	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.598	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.608	28.403	1.795	26.653	28.398	1.745	0.008	0.008	0	0	0	0	5922	0		-
1124	mDiffFit  -s fit.000231.000281.txt p2mass-atlas-001016n-j1030266.fits p2mass-atlas-001025n-j0740009.fits diff.231.281.fits ../../data/data2/region.hdr  || echo err	32359	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.609	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.610	28.656	2.046	26.655	28.648	1.993	0.004	0.012	0	0	0	0	5915	0		-
1125	mDiffFit  -s fit.000249.000305.txt p2mass-atlas-981105n-j2360032.fits p2mass-atlas-981105n-j2430232.fits diff.249.305.fits ../../data/data2/region.hdr  || echo err	32365	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.612	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.612	28.472	1.860	26.656	28.455	1.799	0.000	0.008	0	0	0	0	5904	0		-
1126	mDiffFit  -s fit.000256.000291.txt p2mass-atlas-981105n-j2220032.fits p2mass-atlas-981105n-j2210244.fits diff.256.291.fits ../../data/data2/region.hdr  || echo err	32366	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.613	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.619	28.534	1.915	26.658	28.525	1.867	0.000	0.008	0	0	0	0	5909	0		-
1127	mDiffFit  -s fit.000257.000291.txt p2mass-atlas-981105n-j2210232.fits p2mass-atlas-981105n-j2210244.fits diff.257.291.fits ../../data/data2/region.hdr  || echo err	32368	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.620	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.620	28.480	1.860	26.659	28.471	1.812	0.008	0.008	0	0	0	0	5903	0		-
1128	mDiffFit  -s fit.000257.000290.txt p2mass-atlas-981105n-j2210232.fits p2mass-atlas-981105n-j2200032.fits diff.257.290.fits ../../data/data2/region.hdr  || echo err	32367	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.621	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.627	28.477	1.850	26.661	28.460	1.799	0.000	0.020	0	0	0	0	5905	0		-
1129	mDiffFit  -s fit.000258.000277.txt p2mass-atlas-981105n-j2290244.fits p2mass-atlas-981105n-j2290256.fits diff.258.277.fits ../../data/data2/region.hdr  || echo err	32369	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.637	0	exit 0	huscs004-kabe-2011-06-06-18-57-17-28611	26.638	28.477	1.840	26.662	28.460	1.797	0.008	0.000	0	0	0	0	5905	0		-
1130	mDiffFit  -s fit.000261.000270.txt p2mass-atlas-981105n-j2150232.fits p2mass-atlas-981105n-j2160032.fits diff.261.270.fits ../../data/data2/region.hdr  || echo err	32370	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.640	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.640	28.143	1.503	26.646	28.136	1.489	0.004	0.004	0	0	0	0	5923	0		-
1131	mDiffFit  -s fit.000266.000293.txt p2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2170256.fits diff.266.293.fits ../../data/data2/region.hdr  || echo err	32375	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.641	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.643	28.231	1.588	26.651	28.219	1.568	0.008	0.000	0	0	0	0	5929	0		-
1132	mDiffFit  -s fit.000268.000270.txt p2mass-atlas-981105n-j2160021.fits p2mass-atlas-981105n-j2160032.fits diff.268.270.fits ../../data/data2/region.hdr  || echo err	32378	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.641	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.643	28.199	1.556	26.652	28.190	1.539	0.004	0.000	0	0	0	0	5922	0		-
1133	mDiffFit  -s fit.000262.000270.txt p2mass-atlas-981105n-j2150244.fits p2mass-atlas-981105n-j2160032.fits diff.262.270.fits ../../data/data2/region.hdr  || echo err	32371	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.642	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.643	28.246	1.602	26.652	28.238	1.585	0.004	0.004	0	0	0	0	5916	0		-
1134	mDiffFit  -s fit.000264.000295.txt p2mass-atlas-981105n-j2170232.fits p2mass-atlas-981105n-j2180032.fits diff.264.295.fits ../../data/data2/region.hdr  || echo err	32373	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.644	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.645	28.213	1.568	26.654	28.206	1.552	0.000	0.004	0	0	0	0	5914	0		-
1135	mDiffFit  -s fit.000264.000270.txt p2mass-atlas-981105n-j2170232.fits p2mass-atlas-981105n-j2160032.fits diff.264.270.fits ../../data/data2/region.hdr  || echo err	32372	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.644	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.645	28.145	1.500	26.655	28.136	1.481	0.004	0.004	0	0	0	0	5917	0		-
1136	mDiffFit  -s fit.000266.000295.txt p2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2180032.fits diff.266.295.fits ../../data/data2/region.hdr  || echo err	32376	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.645	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.647	28.272	1.625	26.656	28.265	1.609	0.000	0.008	0	0	0	0	5911	0		-
1137	mDiffFit  -s fit.000266.000297.txt p2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2180021.fits diff.266.297.fits ../../data/data2/region.hdr  || echo err	32377	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.646	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.647	28.208	1.561	26.657	28.203	1.546	0.004	0.008	0	0	0	0	5916	0		-
1138	mDiffFit  -s fit.000266.000270.txt p2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2160032.fits diff.266.270.fits ../../data/data2/region.hdr  || echo err	32374	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.646	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.647	28.281	1.634	26.657	28.276	1.619	0.000	0.004	0	0	0	0	5913	0		-
1139	mDiffFit  -s fit.000269.000285.txt p2mass-atlas-981105n-j2160009.fits p2mass-atlas-981123n-j0710266.fits diff.269.285.fits ../../data/data2/region.hdr  || echo err	32380	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.646	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.647	28.157	1.510	26.658	28.153	1.495	0.000	0.008	0	0	0	0	5906	0		-
1140	mDiffFit  -s fit.000268.000293.txt p2mass-atlas-981105n-j2160021.fits p2mass-atlas-981105n-j2170256.fits diff.268.293.fits ../../data/data2/region.hdr  || echo err	32379	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	26.648	0	exit 0	huscs005-kabe-2011-06-06-18-57-17-11614	26.649	28.239	1.590	26.659	28.232	1.573	0.000	0.008	0	0	0	0	5911	0		-
